ID,Text,Sub-task A,Sub-task B
C4.619,In love storyio ne desh ki MA Chod di Bhanchod 😡😡😡😡,OAG,GEN
C4.1719,"**Kabir Singh** time hi nahi tha essi picture Dekh ne ka... **Kab aayii kab
gayii😁 pata hi nahi chala😂😂**  
 **Seriously apun nee nahi dekhaa**",NAG,NGEN
C36.870.1,"Abe oo bistar p Jang karne k liye humane fozz nhi rkhi ha,pit jayenge sale..",OAG,NGEN
C7.1027,कबीर का लव्ह के प्रति कंमिटेड हमे सबसे अच्छा लगता हे.,NAG,NGEN
C4.2163.4,"Main toe saal trailer dekhte he samaj gaya tha ki yah bhi wahi bakwas film
hain Bollywood ki",NAG,NGEN
C36.470,"मेरे अनुसार एक सैनिक को एक सैनिक होना चाहिए न कि पुरुष, महिला या समलैंगिक।सभी
सैन्य फार्म से gender का columns ही हटा देना चाहिए।",NAG,NGEN
C26.265.2,Rahul Pandey SAHI KAHA,NAG,NGEN
C7.1093,Bhai jordar,NAG,NGEN
C7.2600,"India me anime kyun Nahi dikhate wo BHI Hindi mein aur kyu faltu cartoon
dikhate hai iss par aap ek video banao",NAG,NGEN
C36.757.5,"@Random Guy tum jaise gay ko Kore padhne chaiye Dubai,aur Saudi arb ki tarah
jyaad hi bharat mein democracy ka gala fayada utha rahe ho",OAG,GEN
C4.899,bhai aap bollywood ko gaand maarne ke liye bane ho 😂,OAG,GEN
C36.1074.3,Accha,NAG,NGEN
C10.1319,Gosde Murdabad .,OAG,NGEN
C10.1016,Kung Fu kutta matlab . Ye aurat thik nahi hai.,CAG,NGEN
C7.93.1,"@max monica Aise fake aur baseless videos dekh ke aap opinion banate hai 😂😂😂  
Kripaya Apne aap Ko Hansi ka Patra mat banaiye...  
Hindu Sabhyata ke bare me Janna hai to ye video dekhiye -
<https://youtu.be/_5dJyQdBsD4>",NAG,NGEN
C9.278,Rajdeep chewtiya💯,OAG,GEN
C36.1136.3,@Shashi karne yah bhaat him LGBT ki kar rage hain,NAG,NGEN
C25.10,Jhuti fir aur case dalne walo ke khilaf koi strong kanoon kyu nahi banate,CAG,NGEN
C36.619,ye sahi ni h,NAG,NGEN
C7.2329,"Movie review kr na bhai feminists liberals k piche pda h. Feminists k liye ek
extra video bna le. movie review ka title dekr review k siva sab kr rha h.",CAG,NGEN
C4.1465,“Achha self harm kar rhe the...pehle kyu nahi bola...”...🤣🤣🤣,NAG,NGEN
C38.559.1,Sahi kaha yaar,NAG,NGEN
C7.1970,Aap right ho sir,NAG,NGEN
C10.187,Ye noopur madam ghani chootiya hai. Typical aag lagane wali janani.,OAG,GEN
C4.954,Serious na le vo sirf ek movie thi...sanju movie sbse chutiya ajtak ki,NAG,NGEN
C19.47,Beta tumse naa Ho payga,CAG,NGEN
C21.61,They just walk free Wala total scene mujhe bahut zyada achcha laga movie mein.,NAG,NGEN
C20.216,Teri ma me Hindi nhi sikhayi Teri ma Ka.......,OAG,GEN
C68.1123,Thume ka,NAG,NGEN
C4.1514,"Bhai movie tu ache the isme koi shak nhi hai but movie main jo message tha wo
Realistic nhi tha isliye iska comparison real life se krna bewakoof i hai",NAG,NGEN
C7.1718,Yeh t shirt Purana hai as one Pehle bhi pehna hai,NAG,NGEN
C9.310.1,@arjun bhabad 67 percent feku ko nehi chuna he.,NAG,NGEN
C4.729.1,laundiya*,NAG,NGEN
C38.126,"Madarchod homosexuality ko support karo aur Gaand marao, biology bi bhul jao
kutton",OAG,GEN
C4.2091,"Kabir Singh Acting point of view mein achi thi lekin real life mein ise
chutiyapa bolte hai",CAG,NGEN
C29.1.1,Vipan Singh Rajput lawdwke bal,NAG,NGEN
C21.54,"Best Bollywood movie ever... Movie dekhke bahat atcha laga..Real based story
👌👌👌",NAG,NGEN
C38.556,bosdike log saale bolte hai hona cahiye .hat bc fokat me,OAG,GEN
C4.1048,💯% behtareen Excellent 👍❤️❤️❤️❤️❤️,NAG,NGEN
C43.165.5,"Saran Kumar Satnami 'pehle private meh karte the' matlab tu jake check karta
tha na...",OAG,NGEN
C36.901,सीमा पर पाकिस्तानियो की गांड मारनी है मरवाक़े नही लेनी उनको सीमा पर भेजके.,OAG,NGEN
C4.875,"Aj hi dekhi movie. Sach me Shahid Kapoor ki acting ko chhod ke aur kuchh bhi
dekh ne layak nahi hai movie me.",NAG,NGEN
C7.940,"bhai aapka review jaisa bhi ho main usko dhyaan nahi deta .. main har film
dekhta hu mujhe har film achhi hi lagti hai . bas dekhne ka nazariya sahi hona
chahiye..BUT AAPKI VIDEOS MAIN SIRF ISLIYE DEKHTA HU KYUKI AAPKA BOLNE KA
TARIKA MUJHE BAHUT PASAND HAI. SHABDON KO SAAF KAHNA AUR SAMJHANA BAHUT BADI
BAAT HAI...",NAG,NGEN
C4.613,chal bencho,OAG,GEN
C4.628,Jab tak hindustan me Sanima hai.. Log chutiye bante rahenge,CAG,NGEN
C36.1134.1,कुछ दिमाग लगा ले,CAG,NGEN
C4.682,"Sir pichle 1 months se Koi video nhi aa rahi thi  
Ab kai din se continue  
Thanksss",NAG,NGEN
C38.736.3,"Accha to tumhare hisab se jo homosexual ha sirf uski jarurat ha??? Bloody
dumbass",OAG,NGEN
C4.1816,"20 year ke londo ko iss age me Kya krna chahiya ispe ek video banao ......
please vese to boht video h lekin Bhai aapse ianaa h.. please ispe banao video",NAG,NGEN
C7.722,Bhaad main jaae feminists this movie rocks,CAG,NGEN
C7.681,Bhai in ko RX100 movie dekhni chahiye south ki tb pta chalega,NAG,NGEN
C25.537,ye buddhi randi h madharchod ......isko bahut chul macha hua h,OAG,GEN
C19.139,"Yaar tuze Abhi jyada practice ki jaroorat hai  
Bad review",CAG,NGEN
C7.765.1,Shayad 2-3 ladko ke sath sona yahi apki uchi soch hai,CAG,NGEN
C7.1698,Ham to last 7min roya film me... Khud ko control hi nahi kar paya....,NAG,NGEN
C4.2127,"""kutte ki tarah pyar"" 😂😂",NAG,NGEN
C32.80,"Kis kis ne top guy ko dekhar hilaaya..??  
🤩🤩🤩",NAG,NGEN
C21.73.2,"No brother tumne film samjhi hi nai. Yad hai wo nirbhaya wala scene. Minor bol
ke chhut jata hai. (Strictly because of Law). Aur lastmein judgement jab
judges dete hai to wo clearly mention karte hai ki according to law apni
position ka fayda use mil raha hai to wo bhi rape hi consider hoga chahe
consent ho kyun na ho.",NAG,NGEN
C4.683,Daru pe ke operations karta thaa chtutiyaa salaaa,OAG,NGEN
C20.159.3,"@Gauri Nawathe same comment agar north korea me north korea ke liye bola hota
to L lag jate sath me puri family ke bhi L lag jate ...... Be proud to be an
indian ... India me jitni freedom milti hai na baki kisi bhi country me nai
milti",OAG,NGEN
C38.686,""" meri wife layi thi "" 😂😂",NAG,NGEN
C4.427,Badhiya BHAI,NAG,NGEN
C4.428,"20 mint ki video koi danag ki baat tuh krta gandu  
ye tuh sb hume pta h. bosdike",OAG,GEN
C61.565,"Please koi isshe chup karao bengal k sath humare Bihar mey v virus fail raha
hey...😂🤣😂🤣",OAG,NGEN
C7.51,Kya Kya bat baat rahe ho,NAG,NGEN
C4.29,Bhi jan Tik tok bare me mesg do,NAG,NGEN
C4.50,Pyaar hai tu ladke !!!,NAG,NGEN
C4.1012,Bhai koi item song nhi tha movie me.,NAG,NGEN
C4.2046,Reality me Kabir ko kabhi priti mil ti nhi he Kya kare yr,NAG,NGEN
C61.7,Main Jahan Thi usko Wapas bhejna chahie,NAG,NGEN
C7.1014,"aesi ldkiya jo feminists hai unke wajah se log hum jesi ldkiyo ko galat smjhte
h",CAG,NGEN
C25.582,Ravish Chutiya!,OAG,GEN
C36.964,Sir plz 1 vdo 2018 imp prize winners pr bnaiye plz...,NAG,NGEN
C9.322.5,"@Pathan Sahib to tu kaun sa tameej se likha h ....... Oppose krne ka tarika
hota h",CAG,NGEN
C4.1797,Eagerly waiting for this,NAG,NGEN
C7.2314,"Bhai correct he ye sab...Ye sab Feminists log paid media he...inko film kaha
samaj me ati he...  
Mast video banvla ahe bhau...",CAG,NGEN
C4.1564,"Ye sab too thik hai iss laundey ne aaj movie dekhi download krke islia aaj
review Kar Raha 😅",NAG,NGEN
C19.2,Bahot ganda review thha,NAG,NGEN
C10.430,Arundhati Roy Zindabad,NAG,NGEN
C4.847.2,English k ma Ka boosda Kar Diya.,OAG,GEN
C7.2566.1,"@ब्रह्मगुप्त चाणक्य-चंद्रगुप्त 1- अखंड भारत Aagar Tu tere 1 bap ki aulad He To
sirf address bhej",OAG,GEN
C38.453.2,ek aur padha likha ganwar,CAG,NGEN
C38.391,"kya homosexuality bekar ...pehle yeh rape wagera ..women khe condition aacha
karo...women are not safe and these people are talking about homosexuality
waah",OAG,NGEN
C36.951,"**नमस्कार प्रशांत सर** 💐💐  
  
 **10 जनवरी विश्व हिन्दी दिवस की शुभकामनाएं** .",NAG,NGEN
C4.277,Farzi muvi thi...,NAG,NGEN
C7.1848,Bhai aap spoiler alert to dete,NAG,NGEN
C36.1088.4,@Business Pro tum chip hi raho,CAG,NGEN
C4.1744.1,@Mohanish kinare Han na,NAG,NGEN
C7.2594,**kon kon chahata he pratik bhai join battun hata de chenal se**,NAG,NGEN
C36.1083,no..agar indian ko serve krna h to ...or bhi tRIKE H....,NAG,NGEN
C7.980,Ek side shave krna bhul gaye ho,NAG,NGEN
C7.931,Bhai yaar aapne pefect tarike se explained kiya hay love your review 😘,NAG,NGEN
C7.41,"Oye mote, jitti approach movie ne nai ki tujhe utti sumajh aagai (badhiya
baaat hai), par chodu itta oversmart review dena worth it hi nai tha iss movie
ke liye.  
Nikal Laude",OAG,GEN
C7.1201.5,@shivam kavitkar aise logon ko jaane hi diya jaye to behtar hai 😂😂😂,NAG,NGEN
C4.171,"Bollywood se call aaya toh btana bhai pura community movie dekna hi bnd kr
dega..bs aise kadwa sach bolte rhna bhai ji jiski bht jrurt h yuva logo ko..",NAG,NGEN
C7.2396,tu bahut sahi cheez hain yarr .. love uh bro,NAG,NGEN
C7.1710,"Bhai tum pagal hogaye ho...koi bhi movie ho tumlo sirf
liberal...tatakathit...afsal guru...indhutwa...ye he sabh wording atta
hai....aap please movie review na kare...",CAG,NGEN
C7.1460,"Dog ka naam preety rakha tha uske liye bhi bawal kar rahe hain, twitter pe.",NAG,NGEN
C4.1357,"Daring hai Swetab bhai mee,ek like bhai ke naam,Or comment pe like tik tok
vale chuteyee na karree 🙏",CAG,NGEN
C58.13,English mein answer,NAG,NGEN
C4.1224,Tu bhut bda chutiya h,OAG,NGEN
C26.230,is bande ne bilkul sahi kiaa hai !!!!!,NAG,NGEN
C26.128,"Ladies ke jhute dahej ke case se peedit boys soucide na karen jahangeer ki
tarah aisey ladies ki family ko sabak sikhain",NAG,NGEN
C25.478,"is act se bhut si families problem m h plz government change the rule
plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz",NAG,NGEN
C36.491,"Homosexual k bare mai hame kuch khash ni pta h or jitna v dekhe h wo reality
show mai dekh h jo kvi v army ki requirements puri ni kr payegi..",NAG,NGEN
C36.261,"Kya chutiypa batmeez Indian army is Indian army isne bnya h.indian army ko
Indian ne bnya h",CAG,NGEN
C10.549,Hamare hindu bhai jo pak jese desho me fase he uski ise koi chinta nahi he.,CAG,NGEN
C36.575,Sir December ka magazine provide Kara dijiye...,NAG,NGEN
C61.11,"Saali Kutiya Uske Naseeb Naseeb achha the ki usko Dinesh Ji Ne support Kiya
lekin aap Koi Nahin karo",OAG,GEN
C7.1687.2,"atiq rehman beta teri dadi ab nhi rhi , tu bhi nikal le phir.",CAG,NGEN
C7.1750.1,"Maine video ki ending me jo baat Kahi hai vo suniye... Galat to bahot sari
bate ho Rahi hai...  
hamare Desh me to har dusri tisri film me Criminals & Terrorists Ko glorify
Kiya jata hai... Kya kar sakte hai ?",NAG,NGEN
C7.836,"Bhai tmhre channel pr view badane k liye y shi h...baki yah movie ekdm dhatiya
h",CAG,NGEN
C7.1564,"Pratik Bhai ye
[#FlimCompanion](http://www.youtube.com/results?search_query=%23FlimCompanion)
walo YouTube channel ki Gand Maro dimag kharab ho Gaya faminist ki bate sun kr",OAG,GEN
C7.1894,"Bhai honestly aja jara apka video achcha lagrah hai nachrul lights se app bhi
achche dik rahe ho",NAG,NGEN
C4.1169,"[18:58](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=18m58s)\----Apne bhai ki
behn chodta rehta hai😊😊😊😊really????",NAG,GEN
C59.1461,Dill se boss,NAG,NGEN
C7.2549,Spoiler warning toh deni thi😜😜😜,NAG,NGEN
C7.30,Tum jaise log satee pratha ko bhi support kar sakte ho,NAG,NGEN
C38.750,"ek baar mere papa nai kha tha khtm kr dunga...maine sunaya unhe ek sweet chin
music...",NAG,NGEN
C32.100.3,क्या आप मुझसे दोस्ती करोगे,NAG,NGEN
C19.10,"Aise faltu reviewer wale channel me bhi itne subscriber ?? Omg ! Acche talent
subscribers dhud rahe hai like dino james , salil jamdar etc ...",NAG,NGEN
C10.1061,Arundhati Kutti Kammini Roy ouski naam hain.,OAG,GEN
C38.475,Auto wale bhaiya :),NAG,NGEN
C19.154.3,"Rachna Mishra बवाल तो मैं कर सकता था लेकिन उस के पिताजी ने मुझे कहाँ कीं मेरी
समाज में नाक कट जाएगी मेरी बेज्जती मत करवा देना ? उसके पिताजी के कारण मैंने
अपने क़दम पीछे हटा लिए 😢😢😢",NAG,NGEN
C36.636,"Sir,  
Gaurav sir ki current affairs Dailly bases par ku nahi aa rahe hai???",NAG,NGEN
C21.203,Subtext ka bhut acha use kiya hai ishe film mei,NAG,NGEN
C38.100,[3:50](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=3m50s) chutiya spotted😂,CAG,NGEN
C36.956.3,"@Devendra Pandey bhai tu baan ja jo maarzi..paar haar organizational k code or
conduct hai..",CAG,NGEN
C7.58,"kisko problem hai bhai ..sirf tumhi ek ese Insan ho jo Apne review me bar bar
ekhi bat dohrate ho..librars , feminism ...bas ker bhai ab . tu sirf unhi bato
per Dhyan deta hai jo Pakistan ke log Bolte hai or tuje hi q dikhta hai
...sirf tuhi Apne review me yesab batei kerta hai....har muslim esa nahi hota
. but tere Jese log Anti- muslim squad se atehai...tum log Ko ye bat samaj me
nahi ayegi..",CAG,NGEN
C4.2003,"Yah bollywood wale saale remake bana bana ke paise kama rahe hain aur wo bhi
sirf romantic filme jinme bus ek he chij hain ki kaise bhi karke larki ko pata
hain bus khatam kahani.  
Trailer dekhte he samaj gaya tha ki yah bhi ek ghisi piti romantic bollywood
ki film hain jisme sikhne layak toe kuch hain nahi bus kaise bhi karke paise
kama hain inko",CAG,NGEN
C7.791,Right! Ab bol feminists kaha dur dur tk nhi dekh rhi h,CAG,NGEN
C7.356,Tshirt Badhiya hai Bhai😀,NAG,NGEN
C7.2249,T shirts khab badli karoge,NAG,NGEN
C7.1761,Aaj tumne muh tod jawaab diya hypocrites ko. Well done 👍,NAG,NGEN
C21.42,Apne story bata kar puri story batadi,NAG,NGEN
C7.694,Kya ap ki left gaal main dari jyada hai yah mera phone ki screen kharap hai!,NAG,NGEN
C4.1669,Chutiya movie tha yar maine dekhne k baad laga k yar ky dekhliya maine.,NAG,NGEN
C36.386,"Thank you sir , and I think India ko bhi kam se MATLAB rkhna chahhiye sbki
apni personal life jine ka HK h vo chahe jase rhe or y hmare fundamental
rights bhi to h",CAG,NGEN
C4.859,"Is film ko sex drug or drink ne hit kiya ,same sanju ki trha...",NAG,NGEN
C21.79,Mast movie hai,NAG,NGEN
C7.475,BAKWAS......,CAG,NGEN
C4.1620,"Kio hai jisne nahi dekhi yeh bakwas movie meri tarah..  
Jisko pehle hee pata tha yeh bakwas hone wali hai..  
Yeh movie phir humko wapas piche leke ja rahi hai..",NAG,NGEN
C7.1811,Pratik ji Ram Ram.🙏🙏🙏🙏,NAG,NGEN
C21.171,"sir ji please hamari cavery nadi ko support kariye cavery calling ke jariye
jise khud prakash javdekar ji ne bhi support kiya hai",NAG,NGEN
C36.684.1,Ladka ladkhe ki ghand marna aur ladki ladhki ki ghand marna,OAG,GEN
C7.1380,Feminist and Liberals = Bosidiwaley,OAG,GEN
C7.2280,Bhosidiwale tu film review de na politics kyun samjha raha hai gandu,OAG,GEN
C36.1146.3,@Zero LB kyo ki wah desh ki rakhsa karni hain ghatiya soch nahi dhalni hain,CAG,NGEN
C33.136,Lazabab,NAG,NGEN
C33.252,"Mere jindagi bus tere intazaam ke liye hai khud ke kadam mere liye bhi khud me
koi kayamiaat batiyie hogi dil se dil ka connection kiske saath hOAG",NAG,NGEN
C19.184.1,@Nikunj Singh Oh acha,NAG,NGEN
C59.219,বা: মেরেসের বা:,NAG,NGEN
C10.166,pagal hai saali,OAG,GEN
C4.2192,Bhut din se kabir singh ka aapka review dekhna chahta tha,NAG,NGEN
C7.72,"Mujhe bahoot achhi lagi kabir singh,",NAG,NGEN
C10.1438.2,Bhai tu sudhrega nahi 😂🤣😂🤣,OAG,NGEN
C36.279,नही बिल्कुल भी allow नही करना चाहिए,CAG,NGEN
C21.9,"Larki khud chudwati hai phir usko phasati hai itni si stori ko 2 ghante  
Apni maa chudwai hai purducer ne",OAG,GEN
C4.861,"Chalo guys is kuttta ke channel ko strike marte he ..coz..ye sab succeed ko
magak banata he😠😠😠",OAG,NGEN
C7.1486,In matherchod ko sirf khan movie ke chamchagiri karne aata hai madharchod ko,OAG,GEN
C29.11,"Jo tum Snatan Hindu dharm Chal rhe ho Na usme tum Sirf Hindu or Muslim me Sirf
nfrt felate ho kbhi inhe ekta ke sutra me bandho kitna mja h ekta me tum bat
bat pr Sirf Hindu Muslim lekar khde ho jaye ho Rep Rep h chahe Hindu ho ya
Muslim is kesh ko CBI ko jachna hOAG",CAG,NGEN
C4.2229.2,Kya ukhad liya tune ise dekhkar??,NAG,NGEN
C38.577,kele se kele takrae....,NAG,NGEN
C9.293,boliye nitishba ko ki paper leak kaise huaa,NAG,NGEN
C4.2003.2,"@Nil The Captain acha matlab tu kahna chahta hain ki kabir singh bohot achi
movie hain ho ga bhi kyu na tujhe toe yahi sab acha lagta hain jisme ke yah
dekhaiye ke kaise larki patay. Aur south ke filmo ko bura vhala mat bol unke
jaisa koi nahi bana sakta",OAG,NGEN
C4.396.2,Sahi kaha Bhai😁😂,NAG,NGEN
C7.2441.1,True bhai 🙁👍,NAG,NGEN
C7.1257,"Sir [real.love](http://real.love/) nhi smjynge ....y log ..film ..film
to.dhansu h .esa man to.ajkl.nhi h",NAG,NGEN
C4.857.1,Ye londa kuchh jyada horaha he ..,NAG,NGEN
C4.960.3,"@Sneha sharma haan, mujhe video yaad h, lekin unke naam nhi pata.",NAG,NGEN
C7.2031,Lovde picture ki baat kar modi ka gu chatnewale,OAG,GEN
C46.65,Sooryavansham,NAG,NGEN
C7.2514.1,Hi kaise ho aap,NAG,NGEN
C4.414,Bhenchod filmko film ki tarah dekho. And film wise it's outstanding.,OAG,NGEN
C61.12,"Ranu Mandal ko support mat karo Kyunki usne dusre Garib ko Badnaam kya hai
Sali",OAG,NGEN
C4.1637,Bhai Bhai bhai Bhai,NAG,NGEN
C33.271,"Video n message was gud but girl. Ki voice ka sound bohat hi down tha not like
bold 1...... Otherwise its gud 1",NAG,NGEN
C4.1163,"Ladki Mya laadkako dkh liya khtam Bhai
khtam..[8:13](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=8m13s) haha",NAG,NGEN
C7.634,Jabardasti ka feminism ghusoge to kya hoga,CAG,NGEN
C46.228,"Fansi koi saza nahi fansi ki matlab mukti enlogon ki saaza hay zinda rakhke
katna suru payer se gala last katna padega ankhe fodkar tezab dalna padega
flim gang jal jaisa",OAG,NGEN
C7.807,"Ye tumhare aur mera baat nhi h... Ye baat unpar ladko ka h jo isse hi
inspiration leke crime karenge.",NAG,GEN
C7.293,"Pratik Bhai ""urvashi "" song to kabir singh ke liye shoot hua tha par ab song
movie me kyu nhi aaya .",NAG,NGEN
C7.2548,"Pratik sir aap long video mt banao  
Dekhne me interest nhi aata",NAG,NGEN
C7.559.1,"@Aakash kale kya real life me drugs,sharab chodna itna asan hota hai??  
Movie me tho woh bahut asanai se sab kucch chod deta hai.....  
Ending sad rakhte tho yeh sab kucch justify hota",NAG,NGEN
C32.159,Bus aaplogo ka support chaie hamari mehnat ka fal aap logo hi dege 🙏,NAG,NGEN
C9.286,"जनता - मोदी जी GDP गिर चुकी है  
मोदी - मित्रों जिसकी होगी वह खुद ही उठा लेगा  
भक्त - वाह मोदी जी वाह क्या बात कही आपने",NAG,NGEN
C36.231,Nhi hone chahiye koi homosexual in Indian army... That's it..,OAG,NGEN
C29.24,"मीडिया को चाहिए कि, वो सबूत के सात विडिओ बना ये अगर मीडिया सबूत ना दे तो उनपर
कानून बनाकर सजा मिलनी चाहिए।",CAG,NGEN
